"LongTable-checkbox","lineage1","lineage2","lineage3","depmapId","displayName"
"true","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ACH-002264","KYSE50"
"true","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ACH-000824","KYSE510"
"true","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ACH-000637","KYSE520"
"true","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ACH-000784","KYSE70"
"true","Lymphoid","Hodgkin Lymphoma","Hodgkin Lymphoma","ACH-000702","L1236"
"true","Pancreas","Adenosquamous Carcinoma of the Pancreas","Adenosquamous Carcinoma of the Pancreas","ACH-000685","L33"
"true","Lymphoid","Non-Hodgkin Lymphoma","Plasma Cell Myeloma","ACH-000183","L363"
"true","Lymphoid","Hodgkin Lymphoma","Hodgkin Lymphoma","ACH-000754","L428"
"true","Lymphoid","Hodgkin Lymphoma","Hodgkin Lymphoma","ACH-000806","L540"
"true","Normal","Non-Cancerous","Matched Normal","ACH-002351","L542"
"true","Lymphoid","Non-Hodgkin Lymphoma","Anaplastic Large-Cell Lymphoma ALK Positive","ACH-001111","L82"
"true","Myeloid","Myeloproliferative Neoplasms","Chronic Myelogenous Leukemia","ACH-000301","LAMA84"
"true","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-001354","LAN2"
"true","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-001355","LAN6"
"true","Normal","Non-Cancerous","Matched Normal","ACH-002352","LB1047EBV"
"true","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","ACH-002150","LB1047RCC"
"true","Normal","Non-Cancerous","Matched Normal","ACH-002353","LB2241EBV"
"true","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","ACH-002151","LB2241RCC"
"true","Normal","Non-Cancerous","Matched Normal","ACH-002354","LB2518EBV"
"true","Skin","Melanoma","Melanoma","ACH-002152","LB2518MEL"
"true","Normal","Non-Cancerous","Matched Normal","ACH-002355","LB373EBV"
"true","Skin","Melanoma","Melanoma","ACH-002153","LB373MELD"
"true","Normal","Non-Cancerous","Matched Normal","ACH-002356","LB647PBL"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-002154","LB647SCLC"
"true","Head and Neck","Head and Neck Squamous Cell Carcinoma","Head and Neck Squamous Cell Carcinoma","ACH-002265","LB771HNC"
"true","Normal","Non-Cancerous","Matched Normal","ACH-002357","LB771PBL"
"true","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","ACH-002266","LB831BLC"
"true","Normal","Non-Cancerous","Matched Normal","ACH-002358","LB831EBV"
"true","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","ACH-002155","LB996RCC"
"true","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","ACH-000705","LC1F"
"true","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","ACH-002156","LC1SQ"
"true","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","ACH-001113","LC1SQSF"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-002157","LC2AD"
"true","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","ACH-002267","LC41"
"true","Lung","Non-Small Cell Lung Cancer","Large Cell Lung Carcinoma","ACH-000627","LCLC103H"
"true","Lung","Non-Small Cell Lung Cancer","Large Cell Lung Carcinoma","ACH-000596","LCLC97TM1"
"true","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","ACH-000471","LI7"
"true","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","ACH-000769","LK2"
"true","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","ACH-000255","LMSU"
"true","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000819","LN18"
"true","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000328","LN215"
"true","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000595","LN229"
"true","CNS/Brain","Diffuse Glioma","Astrocytoma","ACH-000591","LN235"
"true","CNS/Brain","Diffuse Glioma","Astrocytoma","ACH-000128","LN319"
"true","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000634","LN340"
"true","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000215","LN382"
"true","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-002268","LN405"
"true","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000455","LN428"
"true","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000673","LN443"
"true","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000676","LN464"
"true","Prostate","Prostate Adenocarcinoma","Prostate Adenocarcinoma","ACH-000977","LNCAPCLONEFGC"
"true","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000760","LNZ308"
"true","CNS/Brain","Diffuse Glioma","Astrocytoma","ACH-002269","LNZTA3WT4"
"true","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Epithelioid Type","ACH-001547","LO68"
"true","Lymphoid","Non-Hodgkin Lymphoma","Adult T-Cell Leukemia/Lymphoma","ACH-000104","LOUCY"
"true","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","ACH-000176","LOUNH91"
"true","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000950","LOVO"
"true","Skin","Melanoma","Melanoma","ACH-000750","LOXIMVI"
"true","Lymphoid","Non-Hodgkin Lymphoma","Plasma Cell Myeloma","ACH-000204","LP1"
"true","Soft Tissue","Liposarcoma","Dedifferentiated Liposarcoma","ACH-001807","LPS067"
"true","Soft Tissue","Liposarcoma","Dedifferentiated Liposarcoma","ACH-001799","LPS141"
"true","Soft Tissue","Liposarcoma","Liposarcoma","ACH-001793","LPS27"
"true","Soft Tissue","Liposarcoma","Dedifferentiated Liposarcoma","ACH-001804","LPS510"
"true","Soft Tissue","Liposarcoma","Liposarcoma","ACH-001791","LPS6"
"true","Soft Tissue","Liposarcoma","Dedifferentiated Liposarcoma","ACH-001802","LPS853"
"true","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-001548","LS"
"true","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000252","LS1034"
"true","Normal","Non-Cancerous","Matched Normal","ACH-002376","LS1034PBL"
"true","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000501","LS123"
"true","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000957","LS180"
"true","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000985","LS411N"
"true","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000007","LS513"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-002051","LU134A"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-001549","LU135"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-002052","LU139"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-002077","LU165"
"true","Lung","Non-Small Cell Lung Cancer","Giant Cell Carcinoma of the Lung","ACH-000438","LU65"
"true","Lung","Non-Small Cell Lung Cancer","Giant Cell Carcinoma of the Lung","ACH-000444","LU99"
"true","Lung","Non-Small Cell Lung Cancer","Giant Cell Carcinoma of the Lung","ACH-002158","LU99A"
"true","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","ACH-000390","LUDLU1"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000787","LXF289"
"true","Breast","Invasive Breast Carcinoma","Invasive Breast Carcinoma","ACH-002325","LY2"
"true","Skin","Melanoma","Melanoma","ACH-002386","M00921"
"true","Skin","Melanoma","Acral Melanoma","ACH-002510","M040416"
"true","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-001118","M059J"
"true","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000152","M059K"
"true","Myeloid","Acute Myeloid Leukemia","Acute Megakaryoblastic Leukemia","ACH-000602","M07E"
"true","Skin","Melanoma","Melanoma","ACH-002387","M1203273"
"true","Skin","Melanoma","Melanoma","ACH-002159","M14"
"true","Skin","Melanoma","Melanoma","ACH-002511","M140325"
"true","Skin","Melanoma","Melanoma","ACH-002338","M980513"
"true","Lymphoid","Non-Hodgkin Lymphoma","Anaplastic Large-Cell Lymphoma ALK Negative","ACH-001119","MAC2A"
"true","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","ACH-002326","MACLS2"
"true","Skin","Melanoma","Melanoma","ACH-000477","MALME3M"
"true","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-002672","MAPACHS77"
"true","Thyroid","Anaplastic Thyroid Cancer","Anaplastic Thyroid Cancer","ACH-001356","MB1"
"true","Lymphoid","Non-Hodgkin Lymphoma","Mature B-Cell Neoplasms","ACH-000583","MC116"
"true","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Mucinous Ovarian Cancer","ACH-000796","MCAS"
"true","Skin","Merkel Cell Carcinoma","Merkel Cell Carcinoma","ACH-001550","MCC13"
"true","Skin","Merkel Cell Carcinoma","Merkel Cell Carcinoma","ACH-001551","MCC142"
"true","Skin","Merkel Cell Carcinoma","Merkel Cell Carcinoma","ACH-001552","MCC26"
"true","Myeloid","Non-Cancerous","Immortalized Blood","ACH-002270","MCCAR"
"true","Breast","Non-Cancerous","Immortalized Breast Cells","ACH-001357","MCF10A"
"true","Breast","Non-Cancerous","Immortalized Breast Cells","ACH-002327","MCF12A"
"true","Breast","Invasive Breast Carcinoma","Invasive Breast Carcinoma","ACH-000019","MCF7"
"true","Bone","Ewing Sarcoma","Ewing Sarcoma","ACH-002160","MCIXC"
"true","Breast","Invasive Breast Carcinoma","Breast Invasive Lobular Carcinoma","ACH-000044","MDAMB134VI"
"true","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","ACH-000621","MDAMB157"
"true","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","ACH-000759","MDAMB175VII"
"true","Breast","Invasive Breast Carcinoma","Invasive Breast Carcinoma","ACH-000768","MDAMB231"
"true","Breast","Invasive Breast Carcinoma","Breast Invasive Lobular Carcinoma","ACH-001358","MDAMB330"
"true","Breast","Invasive Breast Carcinoma","Invasive Breast Carcinoma","ACH-000934","MDAMB361"
"true","Breast","Invasive Breast Carcinoma","Invasive Breast Carcinoma","ACH-000876","MDAMB415"
"true","Skin","Melanoma","Melanoma","ACH-000884","MDAMB435S"
"true","Breast","Invasive Breast Carcinoma","Breast Invasive Carcinoma, NOS","ACH-000573","MDAMB436"
"true","Breast","Invasive Breast Carcinoma","Invasive Breast Carcinoma","ACH-000910","MDAMB453"
"true","Breast","Invasive Breast Carcinoma","Invasive Breast Carcinoma","ACH-000849","MDAMB468"
"true","Prostate","Prostate Adenocarcinoma","Prostate Adenocarcinoma","ACH-000952","MDAPCA2B"
"true","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000935","MDST8"
"true","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","ACH-000439","ME1"
"true","Cervix","Cervical Squamous Cell Carcinoma","Cervical Squamous Cell Carcinoma","ACH-001359","ME180"
"true","Lymphoid","Non-Hodgkin Lymphoma","Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma","ACH-000405","MEC1"
"true","Lymphoid","Non-Hodgkin Lymphoma","Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma","ACH-001121","MEC2"
"true","Myeloid","Myeloproliferative Neoplasms","Chronic Myeloid Leukemia, BCR-ABL1+","ACH-000072","MEG01"
"true","Eye","Ocular Melanoma","Uveal Melanoma","ACH-001554","MEL202"
"true","Eye","Ocular Melanoma","Uveal Melanoma","ACH-002014","MEL270"
"true","Eye","Ocular Melanoma","Uveal Melanoma","ACH-002015","MEL285"
"true","Eye","Ocular Melanoma","Uveal Melanoma","ACH-002016","MEL290"
"true","Skin","Melanoma","Melanoma","ACH-000450","MELHO"
"true","Skin","Melanoma","Cutaneous Melanoma","ACH-000881","MELJUSO"
"true","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Epithelioid Type","ACH-001555","MERO14"
"true","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Biphasic Type","ACH-001556","MERO25"
"true","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Epithelioid Type","ACH-001557","MERO41"
"true","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Biphasic Type","ACH-001558","MERO48A"
"true","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Epithelioid Type","ACH-001559","MERO82"
"true","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Biphasic Type","ACH-001560","MERO83"
"true","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Biphasic Type","ACH-001561","MERO84"
"true","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Epithelioid Type","ACH-001562","MERO95"
"true","Uterus","Uterine Sarcoma/Mesenchymal","Uterine Sarcoma/Mesenchymal","ACH-000449","MESSA"
"true","Skin","Melanoma","Melanoma","ACH-002388","MET2B"
"true","Skin","Melanoma","Cutaneous Melanoma","ACH-000987","MEWO"
"true","Uterus","Endometrial Carcinoma","Endometrial Carcinoma","ACH-000192","MFE280"
"true","Uterus","Endometrial Carcinoma","Endometrial Carcinoma","ACH-000879","MFE296"
"true","Uterus","Endometrial Carcinoma","Uterine Adenosquamous Carcinoma","ACH-000988","MFE319"
"true","Soft Tissue","Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma","Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma","ACH-002271","MFHINO"
"true","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","ACH-001819","MFM223"
"true","Bone","Osteosarcoma","Osteosarcoma","ACH-000359","MG63"
"true","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","ACH-000020","MHHCALL2"
"true","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","ACH-000032","MHHCALL3"
"true","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","ACH-000156","MHHCALL4"
"true","Bone","Ewing Sarcoma","Ewing Sarcoma","ACH-000391","MHHES1"
"true","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-000078","MHHNB11"
"true","Lymphoid","Non-Hodgkin Lymphoma","Mature B-Cell Neoplasms","ACH-002272","MHHPREB1"
"true","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000601","MIAPACA2"
"true","Lymphoid","Non-Hodgkin Lymphoma","Mantle Cell Lymphoma","ACH-000220","MINO"
"true","Lymphoid","Non-Hodgkin Lymphoma","Mature T and NK Neoplasms","ACH-000077","MJ"
"true","Skin","Merkel Cell Carcinoma","Merkel Cell Carcinoma","ACH-001122","MKL1"
"true","Skin","Merkel Cell Carcinoma","Merkel Cell Carcinoma","ACH-001123","MKL2"
"true","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Adenosquamous Carcinoma of the Stomach","ACH-000351","MKN1"
"true","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Tubular Stomach Adenocarcinoma","ACH-002161","MKN28"
"true","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Diffuse Type Stomach Adenocarcinoma","ACH-000356","MKN45"
"true","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Tubular Stomach Adenocarcinoma","ACH-000678","MKN7"
"true","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Tubular Stomach Adenocarcinoma","ACH-000758","MKN74"
"true","Thyroid","Well-Differentiated Thyroid Cancer","Follicular Thyroid Cancer","ACH-000058","ML1"
"true","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","ACH-002273","ML2"
"true","Lymphoid","Non-Hodgkin Lymphoma","Hairy Cell Leukemia","ACH-002274","MLMA"
"true","Skin","Melanoma","Melanoma","ACH-001563","MM127"
"true","Skin","Melanoma","Acral Melanoma","ACH-002512","MM160113"
"true","Lymphoid","Non-Hodgkin Lymphoma","Plasma Cell Myeloma","ACH-000763","MM1S"
"true","Skin","Melanoma","Melanoma","ACH-001970","MM253"
"true","Skin","Melanoma","Melanoma","ACH-001566","MM370"
"true","Skin","Melanoma","Melanoma","ACH-001567","MM383"
"true","Skin","Melanoma","Melanoma","ACH-001568","MM386"
"true","Skin","Melanoma","Melanoma","ACH-001569","MM415"
"true","Skin","Melanoma","Melanoma","ACH-001570","MM426"
"true","Skin","Melanoma","Melanoma","ACH-001973","MM485"
"true","Skin","Melanoma","Melanoma","ACH-002084","MMAC"
"true","Skin","Melanoma","Melanoma","ACH-002162","MMACSF"
"true","Lymphoid","Non-Hodgkin Lymphoma","Burkitt Lymphoma","ACH-002275","MN60"
"true","CNS/Brain","Diffuse Glioma","Anaplastic Astrocytoma","ACH-001125","MOGGCCM"
"true","CNS/Brain","Diffuse Glioma","Anaplastic Astrocytoma","ACH-001126","MOGGUVW"
"true","Myeloid","Myeloproliferative Neoplasms","Chronic Myeloid Leukemia, BCR-ABL1+","ACH-001573","MOLM1"
"true","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","ACH-000362","MOLM13"
"true","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","ACH-001574","MOLM14"
"true","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","ACH-000369","MOLM16"
"true","Myeloid","Myeloproliferative Neoplasms","Chronic Myelogenous Leukemia","ACH-000321","MOLM6"
"true","Lymphoid","Non-Hodgkin Lymphoma","Plasma Cell Myeloma","ACH-000453","MOLP2"
"true","Lymphoid","Non-Hodgkin Lymphoma","Plasma Cell Myeloma","ACH-000745","MOLP8"
"true","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","T-Lymphoblastic Leukemia/Lymphoma","ACH-000795","MOLT13"
"true","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","T-Lymphoblastic Leukemia/Lymphoma","ACH-000918","MOLT16"
"true","Lymphoid","Non-Hodgkin Lymphoma","Adult T-Cell Leukemia/Lymphoma","ACH-000964","MOLT3"
"true","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","T-Lymphoblastic Leukemia/Lymphoma","ACH-001127","MOLT4"
"true","CNS/Brain","Embryonal Tumor","Atypical Teratoid/Rhabdoid Tumor","ACH-001128","MON"
"true","Myeloid","Acute Myeloid Leukemia","Acute Monoblastic/Monocytic Leukemia","ACH-001129","MONOMAC1"
"true","Myeloid","Acute Myeloid Leukemia","Acute Monoblastic/Monocytic Leukemia","ACH-000006","MONOMAC6"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000851","MORCPR"
"true","Lymphoid","Non-Hodgkin Lymphoma","Hairy Cell Leukemia","ACH-002339","MOT"
"true","Lymphoid","Non-Hodgkin Lymphoma","T-Cell Large Granular Lymphocytic Leukemia","ACH-001130","MOTN1"
"true","Eye","Ocular Melanoma","Uveal Melanoma","ACH-002011","MP46"
"true","Peripheral Nervous System","Nerve Sheath Tumor","Malignant Peripheral Nerve Sheath Tumor","ACH-002710","MPNST724"
"true","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Epithelioid Type","ACH-000319","MPP89"
"true","Breast","Invasive Breast Carcinoma","Breast Invasive Lobular Carcinoma","ACH-002163","MRKNU1"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-001958","MS1"
"true","Cervix","Cervical Squamous Cell Carcinoma","Cervical Squamous Cell Carcinoma","ACH-001360","MS751"
"true","Skin","Merkel Cell Carcinoma","Merkel Cell Carcinoma","ACH-001131","MSDASH1"
"true","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Biphasic Type","ACH-000335","MSTO211H"
"true","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","Natural Killer (NK) Cell Lymphoblastic Leukemia/Lymphoma (NKCLL)","ACH-001132","MTA"
"true","Myeloid","Acute Myeloid Leukemia","AML with inv(3)(q21.3q26.2) or t(3;3)(q21.3;q26.2); GATA2, MECOM","ACH-000084","MUTZ3"
"true","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","ACH-000492","MUTZ5"
"true","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","ACH-001577","MUTZ8"
"true","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","ACH-000045","MV411"
"true","Breast","Breast Neoplasm, NOS","Breast Neoplasm, NOS","ACH-002328","MX1"
"true","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","T-Lymphoblastic Leukemia/Lymphoma","ACH-001134","MYLA"
"true","Myeloid","Acute Leukemias of Ambiguous Lineage","Acute Leukemias of Ambiguous Lineage","ACH-002276","MYM12"
"true","Normal","Non-Cancerous","Matched Normal","ACH-002360","MZ1B"
"true","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-002164","MZ1PC"
"true","Skin","Melanoma","Melanoma","ACH-002165","MZ2MEL"
"true","Normal","Non-Cancerous","Matched Normal","ACH-002361","MZ7B"
"true","Skin","Melanoma","Melanoma","ACH-002166","MZ7MEL"
"true","Myeloid","Myeloproliferative Neoplasms","Chronic Myelogenous Leukemia","ACH-000462","NALM1"
"true","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","ACH-001993","NALM16"
"true","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","ACH-000130","NALM19"
"true","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","ACH-000938","NALM6"
"true","Lymphoid","Non-Hodgkin Lymphoma","Burkitt Lymphoma","ACH-000944","NAMALWA"
"true","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-000804","NB1"
"true","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-002278","NB10"
"true","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-002279","NB12"
"true","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-002280","NB13"
"true","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-002281","NB14"
"true","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-001303","NB1643"
"true","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-002282","NB17"
"true","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","ACH-000294","NB4"
"true","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-002283","NB5"
"true","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-002284","NB6"
"true","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-002083","NB69"
"true","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-002285","NB7"
"true","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-002340","NBSUSSR"
"true","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-002277","NBTU110"
"true","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","ACH-002167","NCC010"
"true","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","ACH-002168","NCC021"
"true","Testis","Non-Seminomatous Germ Cell Tumor","Embryonal Carcinoma","ACH-001578","NCCIT"
"true","Soft Tissue","Leiomyosarcoma","Leiomyosarcoma","ACH-002785","NCCLMS1C1"
"true","Peripheral Nervous System","Nerve Sheath Tumor","Malignant Peripheral Nerve Sheath Tumor","ACH-002800","NCCMPNST2C1"
"true","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","ACH-000110","NCCSTCK140"
"true","Normal","Non-Cancerous","Matched Normal","ACH-002362","NCIBL128"
"true","Normal","Non-Cancerous","Matched Normal","ACH-002363","NCIBL1395"
"true","Normal","Non-Cancerous","Matched Normal","ACH-002364","NCIBL1437"
"true","Normal","Non-Cancerous","Matched Normal","ACH-002365","NCIBL1770"
"true","Normal","Non-Cancerous","Matched Normal","ACH-002366","NCIBL2009"
"true","Normal","Non-Cancerous","Matched Normal","ACH-002367","NCIBL2052"
"true","Normal","Non-Cancerous","Matched Normal","ACH-002368","NCIBL2087"
"true","Normal","Non-Cancerous","Matched Normal","ACH-002369","NCIBL209"
"true","Normal","Non-Cancerous","Matched Normal","ACH-002370","NCIBL2122"
"true","Normal","Non-Cancerous","Matched Normal","ACH-002371","NCIBL2126"
"true","Normal","Non-Cancerous","Matched Normal","ACH-002372","NCIBL2171"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000866","NCIH1048"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000514","NCIH1092"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000780","NCIH1105"
"true","Lung","Non-Small Cell Lung Cancer","Large Cell Lung Carcinoma","ACH-000980","NCIH1155"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000523","NCIH1184"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-002286","NCIH128"
"true","Lung","Non-Small Cell Lung Cancer","Large Cell Lung Carcinoma","ACH-000510","NCIH1299"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-002169","NCIH1304"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000129","NCIH1341"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000666","NCIH1355"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000845","NCIH1373"
"true","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","ACH-000737","NCIH1385"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000327","NCIH1395"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-001591","NCIH1417"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000852","NCIH1435"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000830","NCIH1436"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000589","NCIH1437"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000506","NCIH146"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000892","NCIH1563"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000869","NCIH1568"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000916","NCIH1573"
"true","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","ACH-000921","NCIH157DM"
"true","Lung","Non-Small Cell Lung Cancer","Large Cell Lung Carcinoma","ACH-000015","NCIH1581"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000179","NCIH1618"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000744","NCIH1623"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000766","NCIH1648"
